datetime,precipitation_utsunomiya,precipitation_chiba,precipitation_tokyo,temperature_utsunomiya,temperature_chiba,temperature_tokyo,winddirection_utsunomiya,winddirection_chiba,winddirection_tokyo,windspeed_utsunomiya,windspeed_chiba,windspeed_tokyo,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2019020517,0.0,0.0,0.0,7.0,7.9,7.3,7,4,6,5.9,2.4,2.3,16.0,8.0,0.0
2019020518,0.0,0.0,0.0,5.7,7.7,6.8,7,3,6,4.3,2.5,2.2,12.0,20.0,0.0
2019020519,0.0,0.0,0.0,5.4,7.3,6.9,8,2,6,3.9,3.4,1.8,0.0,8.0,0.0
2019020520,0.0,0.0,0.0,4.4,7.5,6.1,12,2,6,1.5,2.8,1.5,8.0,4.0,4.0
2019020521,0.0,0.0,0.0,3.1,7.4,5.9,13,1,8,1.1,1.6,1.0,0.0,4.0,0.0
2019020522,0.0,0.0,0.0,4.0,7.5,6.6,11,16,12,1.7,1.8,0.5,8.0,12.0,4.0
2019020523,0.0,0.0,0.0,4.1,7.0,6.4,14,16,15,1.8,1.7,0.5,0.0,8.0,0.0
2019020524,0.0,0.0,0.0,4.4,6.6,5.2,15,16,14,1.8,1.7,1.5,4.0,12.0,0.0
2019020601,0.0,0.0,0.0,4.3,6.4,5.1,16,15,14,2.3,2.3,1.7,8.0,4.0,8.0
2019020602,0.0,0.0,0.0,3.8,6.3,5.4,1,1,16,3.1,2.0,0.9,0.0,4.0,4.0
2019020603,0.0,0.0,0.0,3.9,6.2,5.5,16,16,16,2.1,2.2,0.9,0.0,4.0,0.0
2019020604,0.0,0.0,0.0,4.0,6.4,5.6,2,15,1,1.6,2.3,0.7,0.0,0.0,0.0
2019020605,0.0,0.0,0.0,3.7,6.4,5.8,1,15,1,3.1,2.8,0.8,4.0,8.0,0.0
2019020606,0.0,0.0,0.0,4.1,6.4,5.8,16,15,14,1.7,1.9,1.1,4.0,0.0,0.0
2019020607,0.0,0.0,0.0,4.8,5.9,5.6,16,16,13,2.0,1.5,1.3,4.0,0.0,0.0
2019020608,0.0,0.0,0.0,5.5,5.5,5.1,1,16,14,1.6,2.3,1.6,8.0,0.0,0.0
2019020609,0.0,0.5,1.0,6.3,4.5,4.6,1,16,14,2.0,3.0,1.3,0.0,4.0,0.0
2019020610,0.0,0.0,3.0,7.1,5.7,4.6,16,14,14,2.0,2.8,1.7,0.0,4.0,0.0
2019020611,0.0,0.5,2.0,8.2,5.8,5.1,16,14,15,2.5,4.1,0.5,4.0,4.0,4.0
2019020612,0.0,2.5,1.5,8.4,5.8,5.1,2,14,13,2.3,4.3,1.0,0.0,4.0,8.0
2019020613,0.0,3.5,1.5,8.7,6.0,6.0,4,14,14,1.0,3.9,0.9,0.0,0.0,0.0
2019020614,0.0,1.0,1.0,8.7,7.1,6.8,8,15,13,1.4,3.0,0.3,0.0,4.0,0.0
2019020615,0.0,1.0,0.0,8.5,7.7,7.1,8,15,5,1.5,1.4,0.9,0.0,12.0,8.0
2019020616,0.0,0.0,0.0,8.6,7.7,7.4,13,5,15,4.0,7.8,0.7,4.0,0.0,0.0
2019020617,0.0,0.0,0.0,9.3,8.3,7.2,16,14,14,2.5,4.7,0.6,0.0,4.0,0.0
2019020618,0.0,0.0,0.0,8.3,7.7,5.5,16,15,0,3.9,3.0,0.1,8.0,0.0,0.0
2019020619,0.0,0.0,0.0,7.1,7.7,5.3,16,16,16,4.1,2.4,0.3,0.0,8.0,0.0
2019020620,0.0,0.0,0.0,5.7,7.5,4.3,16,15,14,2.8,1.8,0.5,0.0,8.0,0.0
2019020621,0.0,0.0,0.0,4.5,6.8,3.7,1,4,11,2.3,1.0,0.6,8.0,0.0,0.0
2019020622,0.0,0.0,0.0,3.5,7.8,4.0,14,12,8,2.4,2.7,0.5,8.0,0.0,0.0
2019020623,0.0,0.0,0.0,2.6,7.5,3.9,13,12,12,2.3,4.4,0.9,8.0,8.0,0.0
2019020624,0.0,0.0,0.0,2.7,7.7,3.8,16,12,12,1.1,1.9,1.1,0.0,8.0,0.0
2019020701,0.0,0.0,0.0,2.2,5.6,3.4,2,8,12,2.7,1.0,1.1,0.0,0.0,0.0
2019020702,0.0,0.0,0.0,1.4,5.2,2.8,7,11,12,1.0,2.0,0.6,0.0,0.0,0.0
2019020703,0.0,0.0,0.0,0.2,4.8,1.9,16,11,12,1.6,0.9,0.8,4.0,4.0,0.0
2019020704,0.0,0.0,0.0,0.3,4.3,3.1,1,8,12,1.8,1.0,1.2,4.0,0.0,0.0
2019020705,0.0,0.0,0.0,0.0,4.3,1.5,16,7,0,3.2,1.3,0.0,0.0,0.0,0.0
2019020706,0.0,0.0,0.0,-0.2,4.8,1.2,16,4,0,3.0,1.0,0.1,4.0,0.0,0.0
2019020707,0.0,0.0,0.0,0.1,4.7,1.6,16,3,14,2.2,1.0,0.8,0.0,0.0,0.0
2019020708,0.0,0.0,0.0,2.0,6.3,3.1,1,2,0,1.1,1.6,0.2,4.0,0.0,8.0
2019020709,0.0,0.0,0.0,4.6,8.2,5.4,2,2,1,2.4,1.7,1.0,8.0,4.0,4.0
2019020710,0.0,0.0,0.0,7.5,10.3,7.1,1,8,16,2.3,0.3,0.5,4.0,16.0,4.0
2019020711,0.0,0.0,0.0,8.8,10.3,8.4,4,11,5,2.5,2.7,1.2,32.0,16.0,0.0
2019020712,0.0,0.0,0.0,11.2,12.2,11.1,7,12,1,1.1,2.3,1.4,4.0,0.0,4.0
2019020713,0.0,0.0,0.0,13.0,15.7,12.0,8,10,1,3.8,8.6,1.9,12.0,12.0,4.0
2019020714,0.0,0.0,0.0,13.6,16.8,13.0,9,10,1,4.5,9.5,2.1,4.0,12.0,0.0
2019020715,0.0,0.0,0.0,13.4,15.8,14.6,8,10,2,5.8,10.8,1.7,4.0,4.0,4.0
2019020716,0.0,0.0,0.0,13.1,16.7,16.4,9,9,8,7.1,10.1,4.9,12.0,4.0,16.0
2019020717,0.0,0.0,0.0,12.1,16.3,15.3,9,9,8,5.6,8.9,4.1,8.0,4.0,8.0
2019020718,0.0,0.0,0.0,10.7,15.4,14.7,12,10,8,1.9,8.7,3.1,49.0,4.0,12.0
2019020719,0.0,0.0,0.0,9.5,15.4,13.4,5,10,8,2.1,9.7,2.2,32.0,4.0,4.0
2019020720,0.0,0.0,0.0,8.4,15.2,13.4,16,10,8,3.6,8.8,1.9,4.0,0.0,0.0
2019020721,0.0,0.0,0.0,7.5,14.8,11.2,16,10,4,3.3,8.3,1.3,24.0,4.0,8.0
2019020722,0.0,0.0,0.0,7.1,14.2,10.0,1,10,1,4.4,7.5,0.8,0.0,12.0,0.0
2019020723,0.0,0.0,0.0,7.4,12.9,10.5,2,10,1,3.9,4.2,1.4,4.0,0.0,0.0
2019020724,0.0,0.0,0.0,6.6,12.9,8.9,2,14,1,4.2,3.4,1.3,4.0,0.0,0.0
2019020801,0.0,0.0,0.0,5.7,11.8,7.5,1,14,1,3.6,5.3,2.1,16.0,8.0,20.0
2019020802,0.0,0.0,0.0,4.7,10.6,6.2,1,14,2,4.0,3.6,1.9,28.0,12.0,8.0
2019020803,0.0,0.0,0.0,3.1,9.4,5.8,3,16,2,0.9,2.4,2.1,16.0,0.0,4.0
2019020804,0.0,0.0,0.0,2.3,8.8,5.2,4,16,1,1.8,2.5,1.6,4.0,8.0,4.0
2019020805,0.0,0.0,0.0,2.1,8.1,4.5,1,15,1,1.6,4.5,2.2,4.0,12.0,0.0
2019020806,0.0,0.0,0.0,2.0,6.2,3.8,3,1,1,3.9,2.6,1.8,20.0,8.0,0.0
2019020807,0.0,0.0,0.0,1.6,5.3,3.2,2,2,1,4.9,2.9,2.3,12.0,12.0,0.0
2019020808,0.0,0.0,0.0,2.4,5.9,3.8,1,2,1,5.1,3.3,2.8,4.0,8.0,0.0
2019020809,0.0,0.0,0.0,4.3,5.5,4.9,16,2,1,5.4,5.0,2.9,8.0,16.0,8.0
2019020810,0.0,0.0,0.0,5.7,6.6,5.4,16,2,1,4.2,3.0,2.7,16.0,36.0,0.0
2019020811,0.0,0.0,0.0,5.7,7.2,5.9,3,16,1,4.4,3.3,3.2,4.0,28.0,4.0
2019020812,0.0,0.0,0.0,6.3,7.6,6.2,6,16,1,2.7,3.4,1.8,12.0,8.0,8.0
2019020813,0.0,0.0,0.0,6.8,7.7,6.8,4,15,1,3.0,4.9,2.5,12.0,16.0,0.0
2019020814,0.0,0.0,0.0,6.5,7.9,6.5,5,15,1,2.5,6.4,2.4,16.0,8.0,0.0
2019020815,0.0,0.0,0.0,6.2,7.2,6.3,5,16,1,6.0,2.6,1.9,12.0,4.0,0.0
2019020816,0.0,0.0,0.0,6.1,7.6,5.6,5,15,16,4.2,4.4,1.8,4.0,12.0,0.0
2019020817,0.0,0.0,0.0,4.6,6.7,5.0,4,15,16,3.9,4.0,1.9,16.0,20.0,0.0
2019020818,0.0,0.0,0.0,2.7,6.8,4.0,2,14,16,2.7,5.2,1.4,12.0,4.0,4.0
2019020819,0.0,0.0,0.0,1.7,6.4,3.0,3,15,16,1.8,4.1,1.7,8.0,12.0,0.0
2019020820,0.0,0.0,0.0,0.6,5.9,2.2,2,15,1,3.6,3.7,1.4,12.0,0.0,0.0
2019020821,0.0,0.0,0.0,-0.2,5.4,2.3,2,16,1,4.6,2.2,1.6,8.0,8.0,0.0
2019020822,0.0,0.0,0.0,-0.3,5.2,2.3,2,15,1,3.3,2.2,2.3,0.0,12.0,0.0
2019020823,0.0,0.0,0.0,-0.6,5.0,2.0,1,16,2,3.3,1.7,1.5,4.0,8.0,0.0
2019020824,0.0,0.0,0.0,-0.3,4.0,1.8,1,1,1,3.2,2.3,2.2,4.0,8.0,0.0
2019020901,0.0,0.0,0.0,-0.1,3.0,1.7,2,1,16,1.5,2.8,1.4,0.0,4.0,0.0
2019020902,0.0,0.0,0.0,-0.3,3.0,1.4,1,2,2,1.9,2.5,1.0,4.0,12.0,0.0
2019020903,0.0,0.0,0.0,-0.2,2.9,1.5,16,16,1,2.0,1.4,1.3,0.0,0.0,0.0
2019020904,0.0,0.0,0.0,-0.4,2.4,1.5,1,16,2,3.3,2.7,1.0,0.0,8.0,0.0
2019020905,0.0,0.0,0.0,-0.7,0.3,1.6,2,1,2,3.7,3.2,1.7,4.0,20.0,0.0
2019020906,0.0,0.5,0.0,-0.6,0.0,1.5,16,15,1,2.4,2.6,1.5,0.0,-9998.0,0.0
2019020907,0.0,1.0,0.0,-0.8,-0.2,1.4,16,16,14,2.7,1.8,1.0,0.0,-9998.0,12.0
2019020908,0.0,0.5,0.0,-0.7,0.5,-0.3,1,15,15,2.0,3.0,1.6,32.0,-9998.0,217.0
2019020909,0.0,1.0,0.0,-0.5,0.3,-0.6,2,15,15,1.6,2.7,1.1,36.0,-9998.0,237.0
2019020910,0.0,1.5,0.0,-0.4,0.4,-0.6,1,15,14,4.5,2.7,1.6,8.0,-9998.0,16.0
2019020911,0.0,0.5,0.0,-0.8,0.3,-0.3,2,14,1,4.2,4.2,1.7,323.0,-9998.0,49.0
2019020912,0.0,1.0,0.0,-0.7,0.4,-0.3,1,1,1,4.4,2.8,1.2,49.0,-9998.0,0.0
2019020913,0.0,0.0,0.0,-0.2,1.0,0.0,1,16,1,3.6,2.7,1.3,12.0,0.0,8.0
2019020914,0.0,0.0,0.0,0.1,0.9,0.0,1,1,1,5.0,3.0,1.0,8.0,0.0,12.0
2019020915,0.0,0.0,0.0,0.3,1.0,0.0,1,1,2,3.9,2.3,1.0,4.0,0.0,20.0
2019020916,0.0,0.0,0.0,0.3,1.1,0.2,1,16,14,2.8,2.7,0.9,8.0,0.0,20.0
2019020917,0.0,0.0,0.5,-0.5,0.9,-0.2,1,15,14,2.2,2.6,1.1,475.0,20.0,-9998.0
2019020918,0.5,0.5,0.0,-0.6,0.7,-0.3,1,16,16,3.7,2.8,0.6,-9998.0,-9998.0,332.0
2019020919,0.0,0.0,0.0,-0.4,0.8,-0.4,16,15,1,3.5,2.7,0.7,4.0,0.0,442.0
2019020920,0.0,0.5,0.5,-0.7,0.9,-0.3,16,15,16,6.1,3.2,0.4,139.0,-9998.0,-9998.0
2019020921,0.0,0.0,0.0,-0.9,0.8,-0.2,1,15,16,6.0,3.1,0.8,656.0,16.0,262.0
2019020922,0.0,0.0,0.0,-0.9,0.8,-0.2,1,15,1,5.4,3.8,1.0,549.0,12.0,28.0
2019020923,0.5,0.0,0.0,-0.8,0.9,-0.2,1,15,16,5.3,5.1,1.1,-9998.0,0.0,12.0
2019020924,0.0,0.0,0.0,-0.9,1.0,-0.2,2,15,16,4.3,4.5,0.8,184.0,0.0,147.0
2019021001,0.0,0.0,0.0,-1.0,0.9,-0.1,2,15,2,2.3,3.6,1.2,291.0,0.0,250.0
2019021002,0.0,0.0,0.0,-1.8,1.0,-0.1,9,15,1,0.3,3.6,2.1,4.0,0.0,0.0
2019021003,0.0,0.0,0.0,-1.8,0.6,-0.3,13,1,1,2.8,3.4,1.7,0.0,0.0,0.0
2019021004,0.0,0.0,0.0,-2.3,0.4,-0.6,14,1,1,1.5,3.1,1.0,0.0,0.0,0.0
2019021005,0.0,0.0,0.0,-3.2,0.0,0.4,12,1,16,1.8,1.9,1.4,0.0,0.0,0.0
2019021006,0.0,0.0,0.0,-3.5,-0.1,0.1,10,1,15,2.2,2.2,1.0,0.0,0.0,0.0
2019021007,0.0,0.0,0.0,-3.6,-0.3,0.0,13,2,16,2.6,1.6,0.9,12.0,4.0,0.0
2019021008,0.0,0.0,0.0,-1.5,1.0,1.0,4,2,2,1.0,1.7,1.7,8.0,0.0,0.0
2019021009,0.0,0.0,0.0,0.0,2.3,2.7,9,3,1,0.5,1.8,2.0,0.0,0.0,4.0
2019021010,0.0,0.0,0.0,1.5,3.4,4.6,9,2,16,0.9,2.6,1.6,12.0,0.0,4.0
2019021011,0.0,0.0,0.0,2.7,4.8,6.0,7,16,1,1.2,3.8,2.5,57.0,16.0,0.0
2019021012,0.0,0.0,0.0,3.5,6.0,6.6,5,15,1,2.0,4.9,2.1,4.0,0.0,0.0
2019021013,0.0,0.0,0.0,4.3,5.8,6.8,3,1,1,1.7,3.6,3.1,0.0,12.0,0.0
2019021014,0.0,0.0,0.0,4.8,6.5,7.3,1,1,1,3.0,3.2,2.3,0.0,4.0,8.0
2019021015,0.0,0.0,0.0,4.9,7.1,6.0,3,15,1,1.2,2.8,2.6,4.0,0.0,0.0
2019021016,0.0,0.0,0.0,4.7,6.6,5.7,3,1,16,3.9,2.4,1.7,4.0,4.0,0.0
2019021017,0.0,0.0,0.0,2.9,5.4,4.9,3,4,1,5.2,3.6,1.5,12.0,12.0,4.0
2019021018,0.0,0.0,0.0,2.2,4.5,3.8,3,5,16,3.3,2.6,0.7,4.0,8.0,8.0
2019021019,0.0,0.0,0.0,1.4,4.5,3.7,2,5,15,4.9,2.4,1.7,0.0,4.0,12.0
2019021020,0.0,0.0,0.0,0.3,4.7,3.3,3,4,15,2.0,1.5,1.6,12.0,8.0,8.0
2019021021,0.0,0.0,0.0,-0.4,4.5,3.0,15,3,16,0.3,2.6,1.2,4.0,0.0,16.0
2019021022,0.0,0.0,0.0,-1.2,3.5,2.8,10,2,16,0.9,2.8,1.1,4.0,12.0,0.0
2019021023,0.0,0.0,0.0,-1.4,3.1,2.6,15,1,1,2.1,3.6,1.1,8.0,4.0,0.0
2019021024,0.0,0.0,0.0,-1.6,3.0,2.2,16,1,1,3.0,3.1,1.3,4.0,8.0,0.0
2019021101,0.0,0.0,0.0,-2.2,2.8,2.1,1,1,16,0.9,3.3,0.9,0.0,8.0,0.0
2019021102,0.0,0.0,0.0,-2.2,2.5,1.8,1,1,1,1.1,2.8,1.1,4.0,16.0,0.0
2019021103,0.0,0.0,0.0,-1.5,2.2,1.7,16,1,1,2.2,2.5,1.2,4.0,8.0,0.0
2019021104,0.0,0.0,0.0,-1.0,2.2,1.7,2,16,1,2.0,2.1,1.2,0.0,4.0,0.0
2019021105,0.0,0.5,0.0,-1.7,-0.2,1.5,1,15,2,2.6,1.1,1.6,4.0,-9998.0,0.0
2019021106,0.0,1.0,0.0,-1.0,-0.1,1.0,16,15,1,3.9,2.1,1.7,4.0,-9998.0,0.0
2019021107,0.0,0.5,0.0,-1.1,-0.2,1.0,1,1,16,3.1,2.3,0.9,0.0,-9998.0,0.0
2019021108,0.0,0.0,0.0,-0.7,0.2,1.2,1,15,1,2.9,1.6,1.4,0.0,8.0,0.0
2019021109,0.0,1.0,0.0,0.3,0.4,1.6,1,1,2,2.5,2.0,1.7,8.0,-9998.0,0.0
2019021110,0.0,0.0,0.0,1.0,0.6,1.9,4,1,1,2.3,2.7,0.9,20.0,16.0,8.0
2019021111,0.0,0.0,0.0,1.3,1.5,2.5,5,1,1,1.9,1.3,0.9,0.0,0.0,8.0
2019021112,0.0,0.0,0.0,2.0,2.1,2.9,5,1,1,2.1,2.6,1.3,12.0,16.0,4.0
2019021113,0.0,0.0,0.0,2.4,2.6,3.2,5,1,1,2.1,1.6,1.1,8.0,0.0,8.0
2019021114,0.0,0.0,0.0,2.5,3.4,4.5,7,1,3,1.6,2.2,1.4,4.0,4.0,4.0
2019021115,0.0,0.0,0.0,2.9,4.1,4.6,5,1,2,0.8,1.2,1.6,4.0,4.0,0.0
2019021116,0.0,0.0,0.0,2.8,4.3,4.4,8,1,3,0.5,1.5,1.6,0.0,4.0,4.0
2019021117,0.0,0.0,0.0,2.8,4.1,4.0,11,1,2,0.9,2.7,1.4,16.0,4.0,0.0
2019021118,0.0,0.0,0.0,2.7,4.1,3.7,11,15,1,1.6,2.5,1.3,4.0,0.0,0.0
2019021119,0.0,0.0,0.0,2.4,3.9,3.5,14,15,1,1.9,2.5,1.1,12.0,0.0,4.0
2019021120,0.0,0.0,0.0,2.2,3.7,3.6,14,15,2,1.3,2.3,0.4,8.0,4.0,4.0
2019021121,0.0,0.0,0.0,2.2,3.9,3.1,14,15,2,1.0,2.2,1.4,4.0,0.0,0.0
2019021122,0.0,0.0,0.0,2.5,3.7,2.0,13,14,14,1.3,2.5,0.8,0.0,4.0,4.0
2019021123,0.0,0.0,0.0,1.7,3.7,1.2,2,15,14,2.3,2.9,1.1,0.0,4.0,0.0
2019021124,0.0,0.0,0.0,0.5,3.6,-0.1,16,15,0,1.3,2.9,0.2,4.0,0.0,0.0
2019021201,0.0,0.0,0.0,-0.2,3.5,0.0,13,15,13,0.4,3.1,1.0,0.0,4.0,0.0
2019021202,0.0,0.0,0.0,-0.5,2.9,-0.9,2,15,14,3.3,2.7,0.9,0.0,0.0,0.0
2019021203,0.0,0.0,0.0,-0.3,2.5,-0.9,1,14,11,3.6,3.2,0.9,0.0,4.0,0.0
2019021204,0.0,0.0,0.0,-1.4,3.3,1.4,10,14,16,1.6,4.0,0.7,0.0,0.0,4.0
2019021205,0.0,0.0,0.0,-2.1,4.2,3.3,11,14,16,2.3,5.0,1.5,0.0,4.0,4.0
2019021206,0.0,0.0,0.0,-2.1,3.0,2.9,11,15,16,2.3,3.6,1.1,0.0,0.0,4.0
2019021207,0.0,0.0,0.0,-2.4,3.5,2.9,8,16,1,0.9,2.2,1.5,8.0,0.0,4.0
2019021208,0.0,0.0,0.0,0.1,4.5,4.7,11,1,1,2.1,1.7,1.4,8.0,12.0,0.0
2019021209,0.0,0.0,0.0,3.0,6.5,6.4,9,1,1,1.9,2.0,1.9,0.0,8.0,0.0
2019021210,0.0,0.0,0.0,5.3,8.0,7.7,9,15,1,1.1,3.1,2.4,45.0,4.0,0.0
2019021211,0.0,0.0,0.0,7.1,10.2,8.7,6,14,16,2.8,6.3,1.9,16.0,4.0,4.0
2019021212,0.0,0.0,0.0,8.5,9.2,8.6,6,14,16,4.4,4.2,1.6,12.0,4.0,0.0
2019021213,0.0,0.0,0.0,9.0,9.3,8.8,4,15,2,3.0,3.1,2.0,12.0,4.0,0.0
2019021214,0.0,0.0,0.0,10.2,9.2,8.9,4,14,2,3.8,1.6,1.8,16.0,28.0,4.0
2019021215,0.0,0.0,0.0,8.5,9.0,8.8,3,13,2,6.5,1.7,1.5,4.0,45.0,12.0
2019021216,0.0,0.0,0.0,7.3,9.1,8.5,3,8,2,5.7,1.1,1.7,0.0,143.0,16.0
2019021217,0.0,0.0,0.0,6.0,8.8,8.2,3,6,3,5.1,2.0,0.9,53.0,41.0,12.0
2019021218,0.0,0.0,0.0,4.5,7.9,7.8,3,6,1,4.2,2.5,1.1,4.0,24.0,16.0
2019021219,0.0,0.0,0.0,2.9,7.6,6.5,3,6,15,4.7,2.6,1.1,16.0,4.0,4.0
2019021220,0.0,0.0,0.0,1.7,7.6,6.0,2,7,15,4.4,1.8,1.5,0.0,8.0,4.0
2019021221,0.0,0.0,0.0,0.9,7.1,5.3,1,2,15,3.6,1.4,1.1,8.0,24.0,4.0
2019021222,0.0,0.0,0.0,0.5,6.7,4.7,1,16,1,4.0,1.7,0.4,4.0,12.0,4.0
2019021223,0.0,0.0,0.0,0.2,6.6,3.6,1,1,1,2.3,2.2,1.4,8.0,8.0,4.0
2019021224,0.0,0.0,0.0,-0.6,5.5,3.2,16,1,2,1.9,2.1,0.6,8.0,12.0,8.0
2019021301,0.0,0.0,0.0,-1.7,4.7,3.3,16,16,1,1.6,1.8,1.2,4.0,8.0,0.0
2019021302,0.0,0.0,0.0,-1.8,4.0,3.4,15,16,16,2.1,2.4,0.6,4.0,12.0,8.0
2019021303,0.0,0.0,0.0,-1.8,3.6,3.2,16,16,2,2.4,2.2,0.8,0.0,0.0,0.0
2019021304,0.0,0.0,0.0,-2.1,3.2,3.0,1,15,14,2.7,3.4,1.1,8.0,12.0,4.0
2019021305,0.0,0.5,0.0,-1.6,3.0,2.9,1,15,1,4.8,2.2,1.0,0.0,0.0,0.0
2019021306,0.0,0.5,0.0,-0.2,2.9,2.7,1,15,1,5.3,2.6,1.0,8.0,-9998.0,4.0
2019021307,0.0,0.0,0.0,0.0,2.7,2.2,1,15,1,4.4,2.4,1.0,0.0,4.0,8.0
2019021308,0.0,0.5,0.0,0.9,2.8,2.1,16,15,1,3.2,2.3,0.8,0.0,-9998.0,8.0
2019021309,0.0,0.0,0.0,2.5,3.2,3.7,2,15,16,2.1,2.1,1.2,20.0,4.0,8.0
2019021310,0.0,0.0,0.0,4.2,3.8,4.3,2,16,1,2.6,2.3,1.7,12.0,0.0,4.0
2019021311,0.0,0.0,0.0,6.6,4.6,4.7,2,15,2,1.9,3.1,1.6,4.0,12.0,16.0
2019021312,0.0,0.0,0.0,7.5,5.3,5.8,7,16,1,2.4,1.1,2.1,12.0,24.0,8.0
2019021313,0.0,0.0,0.0,8.5,6.4,6.4,9,4,3,2.9,1.9,1.3,8.0,8.0,8.0
2019021314,0.0,0.0,0.0,9.8,7.5,8.9,8,5,5,2.3,2.6,1.4,16.0,12.0,4.0
2019021315,0.0,0.0,0.0,9.1,8.0,8.0,6,16,3,2.6,1.1,1.4,8.0,12.0,12.0
2019021316,0.0,0.0,0.0,8.3,7.6,7.4,7,4,7,3.7,2.4,1.3,24.0,8.0,8.0
2019021317,0.0,0.0,0.0,7.5,7.0,6.9,7,5,6,1.8,3.4,2.7,0.0,12.0,8.0
2019021318,0.0,0.0,0.0,5.9,6.6,6.3,6,5,7,4.6,3.5,2.2,4.0,12.0,8.0
2019021319,0.0,0.0,0.0,5.2,6.6,6.1,5,5,0,4.2,3.7,0.2,12.0,4.0,12.0
2019021320,0.0,0.0,0.0,3.9,6.5,6.1,2,4,0,3.8,2.8,0.0,8.0,0.0,16.0
2019021321,0.0,0.0,0.0,2.7,6.0,5.9,1,1,1,4.4,2.6,0.7,12.0,8.0,4.0
2019021322,0.0,0.0,0.0,1.8,5.7,5.4,1,2,15,6.2,3.0,0.8,0.0,12.0,4.0
2019021323,0.0,0.0,0.0,1.1,5.6,4.4,1,2,1,6.2,4.0,1.2,8.0,4.0,4.0
2019021324,0.0,0.0,0.0,1.0,5.5,3.7,1,2,1,5.3,3.8,1.3,4.0,8.0,4.0
2019021401,0.0,0.0,0.0,0.7,4.2,2.8,1,1,1,3.7,3.1,1.5,0.0,4.0,0.0
2019021402,0.0,0.0,0.0,0.7,3.1,2.7,1,1,1,2.2,3.4,1.7,4.0,0.0,4.0
2019021403,0.0,0.0,0.0,0.8,2.8,2.2,1,16,1,3.7,1.7,1.5,16.0,8.0,4.0
2019021404,0.0,0.0,0.0,0.6,3.0,2.1,1,15,1,5.1,4.0,1.9,12.0,12.0,4.0
2019021405,0.0,0.0,0.0,0.6,2.7,1.3,16,16,1,4.5,2.2,1.8,0.0,8.0,0.0
2019021406,0.0,0.0,0.0,0.1,2.5,1.2,16,15,16,4.3,3.8,1.8,0.0,8.0,0.0
2019021407,0.0,0.0,0.0,-1.7,2.3,1.5,14,15,1,2.2,4.5,1.6,8.0,4.0,4.0
2019021408,0.0,0.0,0.0,1.4,2.9,3.3,14,15,1,1.8,3.8,1.6,4.0,8.0,0.0
2019021409,0.0,0.0,0.0,2.9,2.9,3.8,16,16,1,5.2,1.0,2.2,4.0,8.0,4.0
2019021410,0.0,0.0,0.0,3.5,4.2,5.2,16,16,1,3.5,2.4,2.9,0.0,8.0,8.0
2019021411,0.0,0.0,0.0,4.5,6.0,6.8,8,15,16,2.3,3.2,2.0,8.0,4.0,0.0
2019021412,0.0,0.0,0.0,5.2,7.5,6.6,8,14,1,1.8,6.3,2.6,4.0,16.0,0.0
2019021413,0.0,0.0,0.0,6.0,7.6,7.0,2,15,1,2.4,4.3,2.7,0.0,0.0,0.0
2019021414,0.0,0.0,0.0,6.6,8.3,7.6,16,15,1,1.3,3.0,2.4,0.0,0.0,0.0
2019021415,0.0,0.0,0.0,7.3,7.5,7.3,4,15,1,3.2,2.3,1.9,0.0,0.0,0.0
2019021416,0.0,0.0,0.0,6.6,7.6,7.1,3,16,1,2.9,2.0,2.3,16.0,28.0,4.0
2019021417,0.0,0.0,0.0,5.0,7.0,5.5,2,2,1,3.7,2.7,1.8,12.0,36.0,4.0
2019021418,0.0,0.0,0.0,3.4,6.4,4.4,2,4,16,4.1,1.4,1.6,16.0,32.0,8.0
2019021419,0.0,0.0,0.0,2.8,6.0,3.4,16,14,16,4.0,5.0,1.3,12.0,20.0,0.0
2019021420,0.0,0.0,0.0,2.2,5.5,2.6,16,14,15,2.2,5.0,1.5,12.0,4.0,0.0
2019021421,0.0,0.0,0.0,0.9,4.4,1.8,1,14,1,1.6,3.5,1.6,8.0,4.0,0.0
2019021422,0.0,0.0,0.0,0.3,3.5,1.4,1,15,1,2.3,2.5,1.8,12.0,32.0,0.0
2019021423,0.0,0.0,0.0,-1.0,2.6,1.0,4,1,1,1.6,2.7,1.4,4.0,28.0,0.0
2019021424,0.0,0.0,0.0,-1.7,2.2,0.8,4,2,1,0.9,2.9,1.2,0.0,24.0,0.0
2019021501,0.0,0.0,0.0,-2.0,1.7,0.9,14,16,1,2.5,1.6,0.9,4.0,20.0,0.0
2019021502,0.0,0.0,0.0,-3.0,1.7,0.3,14,16,1,1.6,1.4,1.0,8.0,20.0,0.0
2019021503,0.0,0.0,0.0,-3.4,1.6,-1.0,1,16,16,1.2,1.7,0.3,4.0,0.0,0.0
2019021504,0.0,0.0,0.0,-3.3,1.5,-1.2,16,16,1,1.4,2.2,0.6,4.0,12.0,0.0
2019021505,0.0,0.0,0.0,-3.7,1.0,-0.9,16,1,16,2.1,1.9,0.5,8.0,8.0,4.0
2019021506,0.0,0.0,0.0,-4.1,0.6,-1.5,1,1,16,2.7,2.7,0.4,0.0,16.0,4.0
2019021507,0.0,0.0,0.0,-2.8,0.5,-0.5,1,1,14,3.2,2.0,0.7,4.0,8.0,4.0
2019021508,0.0,0.0,0.0,-1.2,1.4,0.0,16,1,14,1.6,2.9,1.8,4.0,12.0,4.0
